Date,Close_file1,Close_file2,Close_file3,Close_file4,Close_file5,Close_file6,Close_file7,Close_file8,Close_file9
2023-03-03,18311.0,14360.0,68421.0,6690.0,173251.0,17264.0,7.232,27182.0,23232.0
2023-03-06,18736.0,14624.0,68594.0,6700.0,177099.0,17227.0,7.146,26933.0,23383.0
2023-03-07,18310.0,14447.0,69327.0,6739.0,179024.0,16953.0,6.98,26487.0,23172.0
2023-03-08,17864.0,14438.0,69240.0,6621.0,175974.0,17028.0,6.938,26171.0,22299.0
2023-03-09,17982.0,14339.0,69353.0,6804.0,175109.0,16951.0,6.694,25896.0,22730.0
2023-03-10,17568.0,14134.0,68610.0,6718.0,168873.0,17520.0,6.632,25369.0,22570.0
2023-03-13,17048.0,12624.0,67391.0,6516.0,165217.0,19571.0,6.756,24285.0,22094.0
2023-03-14,16999.0,12467.0,66118.0,6431.0,163275.0,19289.0,6.932,24138.0,21917.0
2023-03-15,16625.0,12547.0,66436.0,6247.0,158276.0,19745.0,6.67,22610.0,21362.0
2023-03-16,16830.0,12568.0,66514.0,6193.0,159459.0,19961.0,6.708,22788.0,21426.0
2023-03-17,16556.0,12607.0,65805.0,6144.0,159995.0,20927.0,6.548,23130.0,21197.0
2023-03-20,16515.0,12300.0,66600.0,6091.0,159174.0,21840.0,6.63,23100.0,20796.0
2023-03-21,16515.0,12300.0,66600.0,6091.0,159174.0,21840.0,6.73,23100.0,20796.0
2023-03-22,16779.0,12796.0,65868.0,6220.0,155236.0,22094.0,6.948,23818.0,21291.0
2023-03-23,16979.0,12755.0,63392.0,6226.0,163187.0,22460.0,7.394,23601.0,21300.0
2023-03-24,16767.0,12563.0,63839.0,6102.0,161581.0,23123.0,7.322,22862.0,20770.0
2023-03-27,17098.0,12762.0,64798.0,6180.0,165092.0,23541.0,7.0,23500.0,21322.0
2023-03-28,17504.0,12782.0,64645.0,6227.0,168924.0,24103.0,7.278,24683.0,21593.0
2023-03-29,17427.0,12958.0,64125.0,6075.0,170861.0,24020.0,7.37,24700.0,21670.0
2023-03-30,17368.0,12844.0,63055.0,6079.0,170904.0,24342.0,7.47,24565.0,21848.0
2023-03-31,17281.0,12747.0,62569.0,6038.0,168769.0,23700.0,7.332,24000.0,21685.0
2023-04-03,17487.0,12840.0,63557.0,6094.0,172671.0,24012.0,7.382,25362.0,21933.0
2023-04-04,17145.0,12702.0,63453.0,6190.0,177223.0,25099.0,7.418,25473.0,22446.0
2023-04-05,16939.0,12756.0,62900.0,6133.0,173571.0,26187.0,7.182,24657.0,22213.0
2023-04-06,17024.0,12932.0,64325.0,6212.0,175477.0,26598.0,7.172,24613.0,22135.0
2023-04-07,17024.0,12932.0,64325.0,6212.0,175477.0,26598.0,7.172,24613.0,22135.0
2023-04-10,17024.0,12932.0,64325.0,6212.0,175477.0,26598.0,7.086,24613.0,22135.0
2023-04-11,17076.0,13016.0,65071.0,6285.0,176471.0,27358.0,6.916,24950.0,22370.0
2023-04-12,17299.0,13161.0,65200.0,6455.0,180320.0,27475.0,6.606,24835.0,21574.0
2023-04-13,17218.0,13102.0,63779.0,6405.0,177812.0,28153.0,6.9936,25250.0,21463.0
2023-04-14,17218.0,13062.0,64103.0,6458.0,178000.0,27093.0,7.066,24426.0,21519.0
2023-04-17,16916.0,12758.0,64343.0,6355.0,174899.0,27604.0,7.394,24095.0,20986.0
2023-04-18,16751.0,12755.0,63846.0,6220.0,167000.0,28516.0,7.43,23929.0,20607.0
2023-04-19,16841.0,12876.0,66220.0,6250.0,162858.0,27685.0,7.316,23825.0,20551.0
2023-04-20,16886.0,12809.0,65260.0,6277.0,163563.0,28191.0,7.252,24322.0,20700.0
2023-04-21,16910.0,12662.0,65515.0,6273.0,163500.0,27899.0,7.158,23301.0,20750.0
2023-04-24,16897.0,12800.0,66400.0,6303.0,161229.0,28400.0,6.98,23137.0,20678.0
2023-04-25,16919.0,12714.0,67551.0,6339.0,158936.0,28358.0,6.826,22910.0,20795.0
2023-04-26,17032.0,12706.0,68769.0,6374.0,162000.0,28712.0,6.99,23505.0,21013.0
2023-04-27,17032.0,12706.0,68769.0,6374.0,162000.0,28712.0,7.052,23505.0,21013.0
2023-04-28,17129.0,12832.0,67083.0,6436.0,159287.0,28405.0,7.09,23717.0,21105.0
2023-05-01,17129.0,12832.0,67083.0,6436.0,159287.0,28405.0,7.036,23717.0,21105.0
2023-05-02,16825.0,12364.0,66896.0,6418.0,158571.0,29406.0,6.89,22842.0,20800.0
2023-05-03,16800.0,12382.0,66182.0,6391.0,157471.0,30161.0,6.858,22815.0,20881.0
2023-05-04,16011.0,11825.0,64991.0,6187.0,155287.0,32313.0,6.798,22155.0,20380.0
2023-05-05,16400.0,11812.0,65557.0,6334.0,159499.0,29677.0,6.956,23221.0,20917.0
2023-05-08,16374.0,11794.0,65457.0,6348.0,159488.0,30712.0,6.884,23847.0,21012.0
2023-05-09,16515.0,11903.0,65686.0,6367.0,160000.0,31225.0,6.52,23450.0,21231.0
2023-05-10,16370.0,11500.0,65650.0,6250.0,154032.0,30795.0,6.642,23358.0,21000.0
2023-05-11,15368.0,10935.0,65394.0,6009.0,148243.0,30569.0,6.748,22722.0,20315.0
2023-05-12,15622.0,11691.0,65341.0,6160.0,149596.0,30340.0,6.508,23550.0,20914.0
2023-05-15,15630.0,11544.0,64570.0,6148.0,148140.0,30120.0,6.894,23442.0,20885.0
2023-05-16,15750.0,11494.0,64695.0,6121.0,147879.0,29999.0,6.914,22991.0,20959.0
2023-05-17,15560.0,11488.0,64323.0,6101.0,142287.0,30147.0,7.128,23265.0,20855.0
2023-05-18,15577.0,11210.0,63855.0,6092.0,140622.0,29326.0,6.88,23189.0,20873.0
2023-05-19,15615.0,11324.0,64791.0,6126.0,146288.0,29449.0,6.844,23307.0,20882.0
2023-05-22,15767.0,11319.0,64120.0,6198.0,144831.0,29775.0,6.866,23754.0,21150.0
2023-05-23,15680.0,11479.0,65122.0,6149.0,143701.0,29175.0,6.624,23754.0,21188.0
2023-05-24,15551.0,11525.0,65357.0,6088.0,145184.0,28750.0,6.512,24161.0,21011.0
2023-05-25,15360.0,11449.0,64896.0,6080.0,141163.0,28995.0,6.266,23470.0,21072.0
2023-05-26,15317.0,11447.0,64767.0,6042.0,140297.0,28930.0,6.38,23665.0,20911.0
2023-05-29,15164.0,11500.0,64754.0,6021.0,140363.0,28968.0,6.38,23532.0,20940.0
2023-05-30,14910.0,11706.0,63437.0,5947.0,137116.0,29000.0,6.194,23062.0,20555.0
2023-05-31,15154.0,12197.0,63021.0,6027.0,135000.0,30150.0,6.032,23102.0,20817.0
2023-06-01,15290.0,12091.0,63096.0,6118.0,136249.0,30864.0,6.294,23280.0,20850.0
2023-06-02,15517.0,12405.0,62715.0,6155.0,138094.0,30940.0,6.5368,24145.0,20751.0
2023-06-05,15820.0,12566.0,61770.0,6243.0,138184.0,30477.0,6.54,24457.0,21133.0
2023-06-06,16040.0,12817.0,62541.0,6301.0,139116.0,30279.0,6.58,24850.0,21158.0
2023-06-07,16329.0,13128.0,61700.0,6477.0,141543.0,30834.0,6.486,25485.0,21717.0
2023-06-08,16525.0,13447.0,61185.0,6586.0,143151.0,29777.0,6.594,25507.0,22037.0
2023-06-09,17195.0,13664.0,61063.0,6804.0,150218.0,29043.0,6.612,25865.0,22308.0
2023-06-12,16734.0,13750.0,60095.0,6652.0,145000.0,28182.0,6.694,25261.0,22100.0
2023-06-13,17000.0,14410.0,60249.0,6812.0,147373.0,28109.0,6.774,25753.0,22553.0
2023-06-14,17333.0,14340.0,59882.0,6854.0,150471.0,28034.0,6.846,25806.0,22835.0
2023-06-15,17371.0,14173.0,60358.0,6919.0,153178.0,27559.0,7.094,26102.0,22928.0
2023-06-16,17371.0,14173.0,60358.0,6919.0,153178.0,27559.0,7.09,26102.0,22928.0
2023-06-19,17378.0,14085.0,60090.0,6945.0,152149.0,27925.0,7.09,25562.0,23161.0
2023-06-20,17700.0,13756.0,60377.0,6901.0,155050.0,26664.0,6.848,25599.0,23032.0
2023-06-21,17710.0,13765.0,60876.0,6831.0,155252.0,26399.0,6.698,24629.0,22995.0
2023-06-22,17550.0,13734.0,60872.0,6767.0,152150.0,26107.0,6.65,24009.0,22749.0
2023-06-23,17328.0,13598.0,62684.0,6653.0,150596.0,26894.0,6.376,23134.0,22419.0
2023-06-26,17274.0,13688.0,61745.0,6687.0,150805.0,26624.0,6.414,23265.0,22396.0
2023-06-27,17350.0,13665.0,61382.0,6708.0,151714.0,25712.0,7.058,22716.0,22433.0
2023-06-28,17400.0,13767.0,61350.0,6750.0,152742.0,25560.0,7.24,22877.0,22304.0
2023-06-29,17376.0,13790.0,61740.0,6746.0,153000.0,25836.0,7.072,22900.0,22551.0
2023-06-30,17755.0,13815.0,62600.0,6850.0,156783.0,26164.0,7.208,23326.0,22858.0
2023-07-03,17700.0,13762.0,62995.0,6864.0,156114.0,26146.0,7.068,23405.0,22774.0
2023-07-04,17882.0,13625.0,62950.0,6920.0,156972.0,25912.0,7.068,23465.0,22897.0
2023-07-05,17836.0,13615.0,62783.0,6875.0,156999.0,25977.0,7.022,23492.0,22656.0
2023-07-06,17593.0,13258.0,62709.0,6777.0,152618.0,25263.0,6.65,22793.0,22178.0
2023-07-07,17800.0,13393.0,62544.0,6832.0,153636.0,25236.0,6.85,23622.0,22423.0
2023-07-10,17568.0,13215.0,62280.0,6747.0,153437.0,24947.0,6.85,23815.0,22177.0
2023-07-11,17551.0,13425.0,61130.0,6783.0,154500.0,25672.0,6.974,23562.0,22073.0
2023-07-12,17901.0,13655.0,60088.0,6897.0,158492.0,26890.0,7.366,23989.0,22446.0
2023-07-13,18363.0,13620.0,59500.0,6984.0,163367.0,27248.0,7.56,24175.0,22461.0
2023-07-14,18357.0,13476.0,60000.0,6986.0,165071.0,28490.0,7.528,23873.0,22311.0
2023-07-17,18487.0,13608.0,59975.0,7032.0,167400.0,27726.0,7.536,23354.0,22400.0
2023-07-18,18580.0,13520.0,59439.0,7081.0,167561.0,28547.0,7.442,23300.0,22628.0
2023-07-19,18535.0,13459.0,60490.0,7060.0,163774.0,28523.0,7.49,23671.0,22551.0
2023-07-20,18528.0,13497.0,61428.0,7045.0,164532.0,28262.0,7.286,23395.0,22638.0
2023-07-21,18510.0,13400.0,61032.0,7042.0,162805.0,28045.0,7.224,23456.0,22634.0
2023-07-24,18700.0,13475.0,60435.0,7098.0,166300.0,27327.0,7.334,23883.0,22888.0
2023-07-25,18708.0,13549.0,59792.0,7096.0,165540.0,27332.0,7.52,24380.0,22963.0
2023-07-26,18822.0,13690.0,60146.0,7158.0,171211.0,27568.0,7.48,23855.0,23140.0
2023-07-27,19212.0,14069.0,60310.0,7233.0,175740.0,27050.0,7.364,24814.0,23600.0
2023-07-28,19011.0,14030.0,60250.0,7269.0,178998.0,26980.0,7.834,24586.0,23534.0
2023-07-31,19100.0,14005.0,59984.0,7279.0,179341.0,27491.0,7.828,24848.0,23500.0
2023-08-01,19100.0,14024.0,60743.0,7292.0,175592.0,25740.0,7.722,24953.0,23335.0
2023-08-02,18380.0,12949.0,60714.0,7079.0,171511.0,24826.0,7.43,24151.0,22645.0
2023-08-03,18244.0,12779.0,61082.0,7089.0,173439.0,25016.0,7.47,24125.0,22493.0
2023-08-04,19283.0,12807.0,60434.0,7149.0,180387.0,24420.0,7.44,24490.0,22820.0
2023-08-07,19306.0,12700.0,60959.0,7185.0,178461.0,24698.0,7.322,24796.0,22827.0
2023-08-08,19411.0,12619.0,61539.0,7225.0,177434.0,25013.0,7.14,25018.0,22970.0
2023-08-09,19411.0,12619.0,61539.0,7225.0,177434.0,25013.0,7.096,25018.0,22970.0
2023-08-10,19629.0,12992.0,61610.0,7304.0,178120.0,24522.0,7.314,26482.0,23200.0
2023-08-11,19577.0,12950.0,61141.0,7254.0,178361.0,24755.0,7.066,26875.0,23031.0
2023-08-14,19343.0,13586.0,61595.0,7189.0,175824.0,24696.0,6.993,25450.0,22256.0
2023-08-15,19086.0,13408.0,61087.0,7078.0,171676.0,25104.0,6.986,24570.0,21271.0
2023-08-16,19360.0,13305.0,60391.0,7142.0,171327.0,24540.0,6.782,24650.0,21270.0
2023-08-17,19229.0,13190.0,60480.0,7097.0,169024.0,21730.0,6.948,24916.0,20856.0
2023-08-18,18782.0,12853.0,61043.0,7010.0,165216.0,22063.0,6.78,24076.0,20451.0
2023-08-21,19238.0,12980.0,61100.0,7168.0,168983.0,21857.0,6.826,24316.0,20924.0
2023-08-22,19244.0,12711.0,60536.0,7200.0,166008.0,21954.0,6.75,23644.0,20879.0
2023-08-23,19667.0,12646.0,59857.0,7316.0,167000.0,22813.0,6.816,23820.0,21588.0
2023-08-24,19700.0,12583.0,60951.0,7349.0,169489.0,23488.0,6.716,23505.0,21475.0
2023-08-25,19553.0,12499.0,60770.0,7340.0,162565.0,23069.0,6.75,23862.0,21690.0
2023-08-28,19811.0,12600.0,61135.0,7422.0,161998.0,23750.0,6.838,24690.0,21751.0
2023-08-29,19650.0,12485.0,60801.0,7406.0,160490.0,23839.0,7.002,24431.0,21550.0
2023-08-30,19813.0,12510.0,62100.0,7432.0,161597.0,24823.0,6.818,24750.0,21764.0
2023-08-31,19321.0,12032.0,62916.0,7340.0,158470.0,24287.0,6.778,24426.0,21581.0
2023-09-01,19312.0,12253.0,61820.0,7364.0,155810.0,24093.0,6.838,24511.0,21407.0
2023-09-04,19504.0,12335.0,62003.0,7364.0,160000.0,24252.0,6.838,24650.0,21569.0
2023-09-05,19375.0,12382.0,62848.0,7269.0,163298.0,23577.0,6.922,25486.0,21580.0
2023-09-06,19242.0,12177.0,62346.0,7200.0,159222.0,23512.0,6.92,25568.0,20729.0
2023-09-07,19062.0,12214.0,61824.0,7142.0,155741.0,23353.0,6.662,24824.0,20681.0
2023-09-08,19230.0,12224.0,61849.0,7190.0,171268.0,23787.0,6.665,24443.0,21101.0
2023-09-11,19297.0,12168.0,62575.0,7185.0,171900.0,23591.0,6.86,24508.0,21116.0
2023-09-12,19255.0,12200.0,63328.0,7188.0,171373.0,23949.0,6.856,24734.0,20994.0
2023-09-13,18363.0,12157.0,62989.0,7106.0,173000.0,23715.0,6.742,23130.0,20722.0
2023-09-14,18119.0,12065.0,63755.0,6880.0,170792.0,23661.0,6.784,24436.0,20697.0
2023-09-15,17689.0,12100.0,64000.0,6688.0,170986.0,23562.0,6.75,24761.0,20402.0
2023-09-18,17637.0,11852.0,63629.0,6684.0,169000.0,23227.0,6.638,24592.0,20108.0
2023-09-19,18072.0,11664.0,63932.0,6482.0,169500.0,22962.0,6.69,24550.0,20222.0
2023-09-20,18795.0,11789.0,63802.0,6675.0,172090.0,23750.0,6.65,25033.0,20924.0
2023-09-21,18604.0,11594.0,63081.0,6486.0,170067.0,22934.0,6.3,24816.0,20588.0
2023-09-22,18560.0,11310.0,62574.0,6541.0,168361.0,22966.0,6.574,24729.0,20581.0
2023-09-25,18560.0,11310.0,62574.0,6541.0,168361.0,22966.0,6.474,24729.0,20581.0
2023-09-26,18433.0,11357.0,61353.0,6497.0,167147.0,22465.0,6.278,24414.0,20546.0
2023-09-27,18300.0,11264.0,59744.0,6492.0,164563.0,21516.0,6.344,24960.0,20426.0
2023-09-28,18404.0,11273.0,59837.0,6456.0,175148.0,20567.0,6.35,26111.0,20294.0
2023-09-29,18372.0,11285.0,59350.0,6386.0,171633.0,20531.0,6.334,26102.0,20233.0
2023-10-02,18082.0,11047.0,58849.0,6271.0,169789.0,19750.0,6.307,25410.0,19766.0
2023-10-03,18264.0,10956.0,58600.0,6336.0,173083.0,20500.0,6.152,24800.0,19767.0
2023-10-04,18179.0,11106.0,58032.0,6236.0,173896.0,20414.0,6.194,24280.0,19545.0
2023-10-05,18516.0,11273.0,59874.0,6320.0,174972.0,21196.0,6.184,23988.0,19723.0
2023-10-06,18713.0,11150.0,58661.0,6303.0,177595.0,21575.0,6.412,23808.0,19804.0
2023-10-09,18355.0,10946.0,59393.0,6275.0,178000.0,22382.0,6.35,25320.0,19612.0
2023-10-10,18954.0,11000.0,59368.0,6517.0,183600.0,23659.0,6.582,25836.0,20604.0
2023-10-11,19007.0,11180.0,58829.0,6291.0,181002.0,24339.0,6.726,25703.0,20701.0
2023-10-12,18831.0,10968.0,58790.0,6120.0,178624.0,25505.0,6.54,26031.0,20487.0
2023-10-13,18730.0,10754.0,56516.0,6086.0,175674.0,26850.0,6.428,26595.0,20364.0
2023-10-16,18763.0,10850.0,57100.0,6111.0,176276.0,26468.0,6.625,26500.0,20603.0
2023-10-17,19200.0,10850.0,57100.0,6203.0,176413.0,26893.0,6.462,26584.0,20682.0
2023-10-18,19091.0,10848.0,57908.0,6048.0,173048.0,27160.0,6.276,26029.0,20296.0
2023-10-19,19059.0,10662.0,57400.0,6050.0,171368.0,26467.0,6.134,25563.0,20186.0
2023-10-20,18506.0,10490.0,56629.0,5995.0,166600.0,27260.0,6.06,25246.0,19920.0
2023-10-23,18648.0,10477.0,56643.0,6082.0,168620.0,26123.0,6.082,25426.0,20073.0
2023-10-24,18717.0,10486.0,56634.0,6060.0,169200.0,25949.0,6.24,25280.0,20058.0
2023-10-25,18456.0,10347.0,56874.0,6139.0,168500.0,25924.0,6.102,24946.0,19870.0
2023-10-26,18382.0,10000.0,56455.0,6082.0,165772.0,26041.0,6.084,24648.0,19844.0
2023-10-27,18195.0,10112.0,54894.0,5994.0,163979.0,25484.0,6.088,24633.0,19649.0
2023-10-30,18348.0,9439.0,55812.0,6119.0,165225.0,25628.0,6.2,24149.0,19738.0
2023-10-31,18289.0,9098.0,55836.0,6144.0,165489.0,24847.0,6.214,23618.0,20057.0
2023-11-01,18237.0,9298.0,56185.0,6223.0,166021.0,24089.0,6.28,23518.0,20122.0
2023-11-02,19057.0,9274.0,56227.0,6499.0,175623.0,23740.0,6.502,23352.0,20995.0
2023-11-03,19401.0,9633.0,56795.0,6585.0,185496.0,24872.0,6.92,23200.0,21253.0
2023-11-06,19397.0,9729.0,56955.0,6460.0,188000.0,25554.0,6.958,23798.0,21002.0
2023-11-07,18963.0,9550.0,57271.0,6230.0,187500.0,24178.0,6.82,22885.0,20650.0
2023-11-08,19121.0,9504.0,57700.0,6299.0,191082.0,24865.0,6.936,22775.0,20937.0
2023-11-09,19158.0,9509.0,57464.0,6308.0,189100.0,24623.0,6.824,23107.0,20748.0
2023-11-10,19272.0,9314.0,56989.0,6358.0,191691.0,23829.0,6.84,22302.0,20740.0
2023-11-13,19175.0,9115.0,58085.0,6324.0,192413.0,23330.0,6.83,23008.0,20445.0
2023-11-14,19541.0,9341.0,57449.0,6499.0,195500.0,23866.0,7.176,23487.0,21077.0
2023-11-15,19936.0,9505.0,57204.0,6713.0,199008.0,23939.0,7.554,23280.0,21790.0
2023-11-16,19479.0,9427.0,57278.0,6506.0,195320.0,23903.0,7.276,22993.0,20900.0
2023-11-17,19307.0,9370.0,57361.0,6500.0,195780.0,23997.0,7.424,22552.0,20893.0
2023-11-20,19514.0,9583.0,57734.0,6583.0,196389.0,24030.0,7.444,22470.0,20885.0
2023-11-21,19709.0,9809.0,58180.0,6633.0,198422.0,25145.0,7.14,22073.0,20857.0
2023-11-22,19512.0,9631.0,59748.0,6585.0,197235.0,25894.0,7.156,21200.0,20801.0
2023-11-23,19870.0,10052.0,60255.0,6696.0,196274.0,24846.0,7.156,21410.0,21146.0
2023-11-24,19944.0,10208.0,60682.0,6803.0,200000.0,25205.0,7.332,21676.0,21534.0
2023-11-27,19759.0,10165.0,59974.0,6722.0,197373.0,25721.0,7.31,21807.0,21394.0
2023-11-28,19900.0,10232.0,60390.0,6751.0,197497.0,27260.0,7.426,21500.0,21249.0
2023-11-29,19779.0,10100.0,59406.0,6736.0,196037.0,28276.0,7.308,21534.0,21315.0
2023-11-30,20022.0,10294.0,60135.0,6743.0,196071.0,28481.0,7.39,20950.0,21380.0
2023-12-01,20038.0,10336.0,58830.0,6798.0,195443.0,29168.0,7.32,20544.0,21149.0
2023-12-04,19899.0,10334.0,59859.0,6796.0,194316.0,27999.0,7.406,20101.0,21384.0
2023-12-05,19818.0,10300.0,59165.0,6744.0,191972.0,27652.0,7.198,19461.0,21047.0
2023-12-06,19832.0,10622.0,53200.0,6800.0,195267.0,27470.0,7.092,18700.0,21315.0
2023-12-07,19390.0,10455.0,54337.0,6640.0,194823.0,26959.0,7.22,18372.0,20663.0
2023-12-08,19352.0,10513.0,55000.0,6650.0,193281.0,26832.0,7.122,17800.0,20426.0
2023-12-11,19517.0,10756.0,54822.0,6677.0,194014.0,26861.0,7.2,17553.0,20341.0
2023-12-12,19103.0,10702.0,54320.0,6559.0,190049.0,26932.0,7.197,17123.0,19960.0
2023-12-13,19360.0,10755.0,54526.0,6672.0,189992.0,26514.0,7.39,16900.0,19961.0
2023-12-14,20082.0,11400.0,55042.0,7052.0,195878.0,30424.0,7.368,17257.0,20708.0
2023-12-15,20082.0,11400.0,55042.0,7052.0,195878.0,30424.0,7.4,17257.0,20708.0
2023-12-18,19340.0,11110.0,54650.0,6929.0,188886.0,29750.0,7.0888,17687.0,20371.0
2023-12-19,19415.0,11110.0,54340.0,6876.0,189734.0,30071.0,7.272,18000.0,20394.0
2023-12-20,19538.0,11067.0,52909.0,6987.0,191588.0,29815.0,7.13,18182.0,20610.0
2023-12-21,19792.0,11216.0,53253.0,6971.0,192544.0,29850.0,7.25,18159.0,20603.0
2023-12-22,20115.0,11336.0,53428.0,7098.0,198500.0,29870.0,6.36,18299.0,21031.0
2023-12-25,20115.0,11336.0,53428.0,7098.0,198500.0,29870.0,6.36,18299.0,21031.0
2023-12-26,20115.0,11336.0,53428.0,7098.0,198500.0,29870.0,6.532,18299.0,21031.0
2023-12-27,20691.0,11500.0,53885.0,7300.0,199796.0,30330.0,6.5,18816.0,21424.0
2023-12-28,20655.0,11379.0,54079.0,7286.0,200505.0,29270.0,6.54,18483.0,21361.0
2023-12-29,20810.0,11550.0,54151.0,7351.0,202636.0,27778.0,6.756,18529.0,21623.0
2024-01-01,20810.0,11550.0,54151.0,7351.0,202636.0,27778.0,6.756,18529.0,21623.0
2024-01-02,20701.0,11530.0,54183.0,7252.0,201069.0,26950.0,6.532,18281.0,21407.0
2024-01-03,20287.0,11400.0,55229.0,7019.0,197841.0,25468.0,6.6,18210.0,20796.0
2024-01-04,20362.0,11308.0,55938.0,7099.0,194491.0,24914.0,6.676,18400.0,20700.0
2024-01-05,20532.0,11303.0,56265.0,7109.0,196559.0,24000.0,6.588,18528.0,20941.0
2024-01-08,20623.0,11123.0,56300.0,7180.0,199517.0,23582.0,6.577,17947.0,21118.0
2024-01-09,20744.0,11198.0,56250.0,7162.0,196300.0,22860.0,6.408,18145.0,21394.0
2024-01-10,20686.0,11132.0,56377.0,7136.0,197018.0,23071.0,6.26,16839.0,21511.0
2024-01-11,20678.0,11222.0,55920.0,7132.0,198412.0,23285.0,6.418,17189.0,21814.0
2024-01-12,20851.0,11189.0,55981.0,7034.0,200788.0,24597.0,6.374,17756.0,21985.0
2024-01-15,20369.0,11100.0,55761.0,6743.0,197162.0,25196.0,6.374,17203.0,21525.0
2024-01-16,19982.0,11020.0,56201.0,6782.0,202972.0,24589.0,6.12,16800.0,21417.0
2024-01-17,19527.0,10768.0,56048.0,6656.0,201760.0,24020.0,6.006,16240.0,20973.0
2024-01-18,19719.0,10765.0,55399.0,6700.0,206173.0,23850.0,6.136,15846.0,21350.0
2024-01-19,19736.0,10570.0,55683.0,6789.0,208423.0,24059.0,6.19,16133.0,21409.0
2024-01-22,19695.0,10601.0,56653.0,6674.0,204695.0,24179.0,6.048,15794.0,21266.0
2024-01-23,19848.0,10525.0,55450.0,6776.0,208662.0,25275.0,6.35,16099.0,21397.0
2024-01-24,19838.0,10479.0,55710.0,6807.0,204692.0,26100.0,6.66,16152.0,21641.0
2024-01-25,19750.0,10114.0,55002.0,6750.0,205000.0,26186.0,6.69,16190.0,21304.0
2024-01-26,20210.0,10434.0,55906.0,6895.0,205000.0,26879.0,6.808,16200.0,21730.0
2024-01-29,19950.0,10000.0,56291.0,6697.0,200370.0,26855.0,6.778,16304.0,21600.0
2024-01-30,19890.0,9652.0,56178.0,6693.0,200000.0,27691.0,6.774,16452.0,21828.0
2024-01-31,19974.0,9554.0,55775.0,6792.0,199800.0,27779.0,6.626,16421.0,21750.0
2024-02-01,19829.0,9579.0,55256.0,6626.0,199932.0,28681.0,6.802,16288.0,21542.0
2024-02-02,20133.0,9480.0,56512.0,6643.0,198764.0,27668.0,6.884,15948.0,21668.0
2024-02-05,20036.0,9323.0,56666.0,6622.0,200604.0,27090.0,6.834,15554.0,21595.0
2024-02-06,20063.0,9498.0,56153.0,6645.0,203961.0,27155.0,7.242,15755.0,21841.0
2024-02-07,19696.0,9372.0,55741.0,6514.0,204751.0,27246.0,7.2122,15479.0,21835.0
2024-02-08,19721.0,9316.0,59257.0,6479.0,203800.0,26265.0,7.104,15250.0,21658.0
2024-02-09,19909.0,9231.0,58224.0,6467.0,202312.0,25908.0,7.196,14655.0,21931.0
2024-02-12,20033.0,9400.0,58327.0,6440.0,202000.0,25917.0,7.206,14770.0,21957.0
2024-02-13,19908.0,9252.0,57843.0,6398.0,200000.0,25192.0,6.994,14724.0,21773.0
